stock_code,description,revenue,units_sold,orders,sales_rows
16169C,WRAP BLUE REINDEER,567.0,1350,43,43
22699,TEACUP AND SAUCER REGENCY ROSES,566.7,210,14,14
21285,RETRO SPOT CANDLE  MEDIUM,566.22,263,36,36
21899,GARAGE KEY FOB,565.8100000000001,777,147,148
20838,FRENCH LATTICE CUSHION COVER,565.8,446,63,63
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,564.16,890,113,115
21881,CUTE CATS TAPE,563.4,1345,120,120
23381,PACK OF 12 VINTAGE LEAF TISSUES,562.88,1496,80,81
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.2199999999999,364,44,44
23413,VINTAGE COFFEE GRINDER BOX,561.23,109,30,30
37345,ASSTD HEARTS DESIGN MUGS,561.05,321,9,9
16049,TEATIME GEL PENS ASST,560.48,3169,32,32
22682,"FRENCH BLUE METAL DOOR SIGN, 7",560.05,443,58,58
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,559.51,1248,129,129
85090,CANDY SPOT APRON,559.2800000000001,106,53,54
18094C,WHITE AND BLUE CERAMIC OIL BURNER,558.86,413,87,87
85020,ROUND PINK HEART MIRROR,558.69,251,61,61
21160,KEEP OUT GIRLS DOOR HANGER,557.49,794,58,58
84306,S/3 PINK SQUARE PLANTERS ROSES,557.4799999999999,48,31,31
22950,SET OF 36 DOILIES VINTAGE CHRISTMAS,557.4,444,2,2
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,557.33,171,64,65
23069,EDWARDIAN PHOTO FRAME,556.21,88,32,32
23451,SQUARE MINI PORTRAIT FRAME,556.17,277,52,53
21371,MIRRORED WALL ART POPPIES,556.01,404,64,64
90120D,WHITE MURANO TWIST BRACELET,554.13,134,40,40
84859C,PINK DISCO HANDBAG,552.72,304,39,40
21311,SET/4 BIRD MIRROR MAGNETS,552.27,707,97,98
23473,WOODLAND SMALL RED FELT HEART,552.02,678,51,51
22452,MEASURING TAPE RUSSIAN DOLL PINK,551.7,182,48,48
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,551.4000000000001,340,9,9
79030G,TUMBLER NEW ENGLAND,551.1899999999999,1261,53,53
22681,"FRENCH BLUE METAL DOOR SIGN, 6",550.1,430,56,57
23456,MEDIUM PARLOUR PICTURE FRAME,550.0,136,34,34
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,549.52,716,72,73
84683,CLASSICAL ROSE CANDLESTAND,549.36,562,48,51
22394,PAPERWEIGHT KINGS CHOICE,549.3499999999999,347,56,56
21373,MIRRORED WALL ART SNOWFLAKES,548.89,636,61,61
85091,CANDY SPOT BREAD BASKETS,548.81,343,20,20
22584,PACK OF 6 PANETTONE GIFT BOXES,548.63,233,18,18
23549,WRAP BIRD GARDEN,548.1,1305,52,52
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,547.74,367,19,19
23074,EMBOSSED HEART TRINKET BOX,547.27,246,48,48
85027L,FRENCH CHATEAU LARGE PLATTER,546.45,191,41,41
85179A,GREEN BITTY LIGHT CHAIN,546.12,223,75,75
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,545.72,60,42,42
85129C,BEADED CRYSTAL HEART BLUE SMALL,545.24,417,68,69
21339,MARAKESH LANTERN LARGE,544.5,30,12,13
84596K,JELLY BABIES YELLOW SMALL BOWL,543.41,428,93,93
22983,"CARD, BILLBOARD FONT",543.34,1300,100,101
35969,FOLKART CROWN TABLE DECORATIONS,542.47,523,76,76
20615,BLUE POLKADOT PASSPORT COVER,540.62,331,115,115
84661B,BLACK SQUARE TABLE CLOCK,540.24,245,53,53
20943,SET/6 GINGERBREAD STAR T-LIGHTS,540.21,381,71,71
90010E,AMBER GLASS/SILVER BRACELET,539.01,60,36,36
22344,PARTY PIZZA DISH PINK POLKADOT,538.5,1309,90,90
16048,TEATIME ROUND PENCIL SHARPENER,537.06,3461,105,106
84592,CROCHET ROSE PURSE WITH SUEDE BACK,536.4000000000001,173,47,47
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,536.24,78,9,9
21017,RED BIRD HOUSE TREE DECORATION,535.89,659,87,87
23398,HANGING HEART BONHEUR,535.35,606,69,75
20659,ECONOMY LUGGAGE TAG,534.76,370,139,141
23660,HENRIETTA HEN MUG,534.66,306,42,42
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,534.58,418,36,36
90203,SILVER CHARM NECKLACE 70CM,534.27,71,34,34
BANK CHARGES,Bank Charges,534.241,35,34,35
21418,STARFISH SOAP DISH,533.8399999999999,194,66,67
20653,CHERRY BLOSSOM LUGGAGE TAG,533.79,2006,83,83
16169P,WRAP GREEN RUSSIAN FOLKART,533.75,1750,48,48
20823,GOLD WINE GOBLET,533.71,253,19,19
21943,CAKES AND RABBITS DESIGN FLANNEL,532.48,593,151,151
22135,LADLE LOVE HEART PINK,532.03,1133,163,163
71270,PHOTO CLIP LINE,531.65,375,83,85
85030,FRENCH CHATEAU OVAL PLATTER,531.4499999999999,211,29,29
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,531.2099999999999,545,120,120
21336,GOLD WASHBAG,530.51,1824,44,44
72267,PREMIUM CHURCH CANDLE,530.16,265,45,46
84827,ASS DES PHONE SPONGE CRAFT STICKER,530.09,1089,32,34
21734,SMALL MARAKESH LANTERN ON STICK,529.49,97,29,30
90160D,PINK BOUDICCA LARGE BRACELET,529.22,76,25,25
21403,BLUE EGG  SPOON,529.02,2326,159,159
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,528.78,678,31,31
23139,SINGLE WIRE HOOK PINK HEART,528.6999999999999,414,27,28
16202B,PASTEL BLUE PHOTO ALBUM,528.56,1039,22,22
23060,HEART BEADED TRELLIS DECORATION,528.1700000000001,249,42,44
84875B,GREEN SQUARE COMPACT MIRROR,526.01,377,41,41
16168M,FUNKY MONKEY GIFT BAG MEDIUM,525.01,1713,104,104
22898,CHILDRENS APRON APPLE DESIGN,524.71,291,26,26
72728,ROSE SCENT CANDLES IN GLASS,523.15,643,54,55
84989B,75 BLACK FAIRY CAKE CASES,522.95,1019,63,63
22861,EASTER TIN CHICKS IN GARDEN,522.93,305,50,50
85226C,BLUE PULL BACK RACING CAR,522.3100000000001,989,83,84
46118,FUNKY MONKEY CUSHION COVER,522.05,374,73,74
23537,WALL ART I LOVE LONDON,521.73,99,32,32
21459,YELLOW EASTER EGG HUNT START POST,520.55,263,44,44
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,519.8100000000001,326,69,69
23336,EGG FRYING PAN PINK,519.25,225,85,86
90114,SUMMER DAISIES BAG CHARM,519.1999999999999,207,113,113
20793,BLUE TILED TRAY,518.5,281,22,22
35004S,SET OF 3 SILVER FLYING DUCKS,518.4,146,25,25
84706D,CHERRY BLOSSOM TABLE CLOCK,518.0899999999999,221,17,17
20868,SILVER FABRIC MIRROR,518.07,882,71,71
71143,SILVER BOOK MARK WITH BEADS,517.91,339,100,100
84657,GREEN ROSE CUSHION COVER,517.48,246,20,20
84762A,WHITE PICNIC BARBECUE BUCKET,517.4300000000001,59,29,29
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,516.23,225,51,51
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,513.6899999999999,204,82,82
82605,OLD DOC RUSSEL METAL SIGN,512.13,227,101,102
79337,BLUE FLOCK GLASS CANDLEHOLDER,511.93,1200,22,22
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,49,49
84782C,GREEN 3 TIER GLASS PLATE STAND,509.9,74,18,18
21540,DAIRY MAID CERAMIC BUTTER DISH,509.62,114,48,48
90058B,CRYSTAL STUD EARRINGS ASSORTED COL,509.08000000000004,1082,29,29
20753,RETRO PINK SPOT WASHING UP GLOVES,509.00000000000006,218,56,56
84915,HAND TOWEL PINK FLOWER AND DAISY,507.83,241,41,41
35967,FOLK ART METAL STAR T-LIGHT HOLDER,507.59000000000003,966,117,117
23043,PAPER LANTERN 9 POINT HOLLY STAR L,506.01,75,20,20
21882,SKULLS TAPE,505.65000000000003,1060,123,125
20654,FIRST CLASS LUGGAGE TAG,505.41,398,120,121
22541,MINI JIGSAW LEAP FROG,504.77,1246,67,68
23527,WALL ART ANIMALS AND NATURE,504.59000000000003,153,31,31
37352,BIRD IN TREE MUG,504.55,4643,8,8
22286,DECORATION WOBBLY RABBIT METAL,504.46,830,67,67
84877B,GREEN ROUND COMPACT MIRROR,504.43,291,43,43
84218,BOX/12 CHICK & EGG IN BASKET,503.51,261,96,98
84247L,FAWN AND MUSHROOM GREETING CARD,503.25,1149,111,111
85142,JARDIN ETCHED GLASS GINGER JAR,502.58,57,34,34
20845,ZINC HEART LATTICE 2 WALL PLANTER,502.27,76,24,24
21117,BLOND DOLL DOORSTOP,502.08,328,26,26
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,501.9700000000001,355,19,20
16219,HOUSE SHAPE PENCIL SHARPENER,501.25,3358,129,129
23117,POPPY FIELDS CHOPPING BOARD,501.23,93,45,45
47591B,SCOTTIES DES CHILD'S APRON,500.83,300,98,98
23021,GLASS BONNE JAM JAR,500.82000000000005,120,27,27
20865,PATCHWORK PENCIL CASE BUTTERFLY,500.49,251,33,33
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,500.04,288,23,23
35471A,SET OF 3 BIRD L.BLUE FEATHER,499.31,421,83,85
23560,SET OF 6 RIBBONS COUNTRY STYLE,499.18,172,26,26
22031,BOTANICAL LAVENDER BIRTHDAY CARD,499.03000000000003,1137,143,143
20864,DENIM PATCH PENCIL CASE BUTTERFLY,498.14000000000004,252,29,30
47592A,CAROUSEL DES CHILD'S OVERALL,497.81,257,74,74
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,497.70000000000005,141,13,13
85230A,OPIUM SCENTED VOTIVE CANDLE,497.03999999999996,1992,48,48
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,496.91,293,62,62
21399,BLUE  SPOTTY  COFFEE MUG,495.98,241,35,35
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,494.39,394,28,30
21132,SILVER STANDING GNOME,493.61,97,48,48
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,492.90000000000003,326,10,10
16239,BALLERINA HEART DECORATION.,492.17,347,21,21
37482P,CUBIC MUG PINK POLKADOT,492.15,550,57,58
51020B,STRIPY DESIGN SHOWER CAP,491.86999999999995,1087,62,62
90160B,RED BOUDICCA LARGE BRACELET,490.92,71,29,29
72801D,4 SKY BLUE DINNER CANDLES,490.26,481,81,81
22346,PARTY PIZZA DISH GREEN POLKADOT,489.8,1171,69,70
21004,ROSE DU SUD CHILDS APRON,489.14,106,52,53
84876B,GREEN HEART COMPACT MIRROR,488.31,344,40,41
21663,VINTAGE GLASS SUGAR CADDY,488.16,76,32,32
22892,SALT AND PEPPER SHAKERS TOADSTOOLS,486.35,397,30,30
72132,COLUMBIAN CUBE CANDLE,485.55,561,30,30
22897,OVEN MITT APPLE DESIGN,485.0,343,34,34
22407,MONEY BOX FIRST ADE DESIGN,484.34000000000003,394,64,64
90192,JADE DROP EARRINGS W FILIGREE,484.31,97,56,56
84875D,BLUE SQUARE COMPACT MIRROR,483.75,371,37,37
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,40,40
22259,FELT FARM ANIMAL HEN,482.95,590,72,74
22038,BOTANICAL LAVENDER GIFT WRAP,481.0,1150,45,45
72801G,S/4 BURGUNDY WINE DINNER CANDLES,480.94,788,28,28
84984B,RED PEONY CUSHION COVER,480.85,309,10,10
85227,SET/6 3D KIT CARDS FOR KIDS,480.69,592,50,51
72127,COLUMBIAN CANDLE ROUND,479.69,393,69,71
23169,CLASSIC GLASS SWEET JAR,479.45000000000005,119,14,14
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,479.40999999999997,186,28,28
85144,JARDIN ETCHED GLASS BUTTER DISH,478.65,69,31,32
90195B,BLACK GEMSTONE BRACELET,478.59,54,28,28
23422,PANTRY HOOK BALLOON WHISK,477.89,213,47,47
37492C,GREEN BLUE FLOWER PIGGY BANK,477.29999999999995,242,24,25
21620,S/4 ROSE    BOTANICAL  CANDLE,477.12,127,38,40
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",476.4,232,15,15
20662,FIRST CLASS HOLIDAY PURSE,476.35,730,51,51
23561,SET OF 6 RIBBONS PARTY,476.0,170,16,16
85109,PINK BOUDOIR T-LIGHT HOLDER,475.43,4211,20,20
21507,ELEPHANT BIRTHDAY CARD,474.78,1110,95,95
21536,DAIRY MAID  SMALL  MILK JUG,474.74000000000007,221,61,63
21518,BANK ACCOUNT  GREETING  CARD,474.32,1119,110,110
85136B,BLUE SHARK HELICOPTER,473.77000000000004,59,47,47
72801C,4 ROSE PINK DINNER CANDLES,472.92,591,55,55
22697,TEACUP AND SAUCER REGENCY GREEN,472.5,174,13,13
40046A,RED DAISY PAPER LAMPSHADE,472.07,355,62,62
22951,72 CAKE CASES DOLLY GIRL DESIGN,471.85,943,25,25
84508B,STRIPES DESIGN TEDDY,471.60999999999996,176,78,78
84926E,FLOWERS TILE COASTER,471.57,1081,52,52
84901,BLACK FACE LAMB WITH PANTS,471.13,123,74,74
22345,PARTY PIZZA DISH BLUE POLKADOT,471.09999999999997,1197,84,86
GIFT_0001_20,Dotcomgiftshop Gift Voucher £20.00,471.06,28,26,26
90120C,GREEN MURANO TWIST BRACELET,470.8,111,60,60
84509A,ENGLISH ROSE PLACEMATS,470.74,119,33,33
23521,WALL ART CAT AND BIRD,469.73,143,40,40
22686,"FRENCH BLUE METAL DOOR SIGN, No",468.94,356,48,48
21393,BLUE POLKADOT PUDDING BOWL,468.16,2574,17,19
79030D,"TUMBLER, BAROQUE",468.07,491,23,23
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,467.71000000000004,322,16,16
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,467.65,167,41,41
85211,S/4 GROOVY CAT MAGNETS,467.4,306,75,78
35911A,MULTICOLOUR RABBIT EGG WARMER,466.69,388,96,97
72225C,LAVENDER SCENT CAKE CANDLE,466.38,1926,38,38
23379,PACK OF 12 RED APPLE TISSUES,465.36,1220,76,77
51020A,SUMMER FUN DESIGN SHOWER CAP,464.55999999999995,1304,51,51
23455,SMALL PARLOUR PICTURE FRAME,462.45,165,33,34
84972L,GIANT PINK HEART MEMO HOLDER,462.15000000000003,117,46,46
20616,CHERRY BLOSSOM PASSPORT COVER,461.88,287,124,124
90145,SILVER HOOP EARRINGS WITH FLOWER,461.81,76,46,46
85204,HANGING WOOD AND FELT FLOWER,461.74,2354,155,158
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,461.53,122,45,46
23691,WRAP KEEP CALM BIRTHDAY,460.5,1125,36,36
90201B,BLACK ENAMEL FLOWER RING,460.23,156,56,56
84948,SILVER HANGING T-LIGHT HOLDER DOME,459.2099999999999,273,36,37
22193,RED WALL CLOCK,459.0,60,1,1
22191,IVORY WALL CLOCK,459.0,60,1,1
47422,ASSORTED MONKEY SUCTION CUP HOOK,458.76,1178,67,72
16207B,PINK HEART RED HANDBAG,457.65000000000003,265,46,46
23045,PAPER LANTERN 5 POINT STAR MOON,456.48,108,20,20
90120B,BLUE MURANO TWIST BRACELET,455.68,108,43,43
16012,FOOD/DRINK SPONGE STICKERS,454.86,2166,64,65
16218,CARTOON  PENCIL SHARPENERS,454.52,4632,101,101
21757,LIGHTHOUSE PRINTED METAL SIGN,454.3,80,42,43
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",453.99,1059,58,58
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,452.79999999999995,50,31,31
84597C,RETRO PINK BALL ASHTRAY,452.23,365,45,45
22813,PACK 3 BOXES BIRD PANETTONE,451.84,204,31,31
20621,ECONOMY PASSPORT COVER,451.67,207,33,33
23548,WRAP MAGIC FOREST,451.5,1075,43,43
23509,MINI PLAYING CARDS FUN FAIR,451.46000000000004,1062,65,66
37482P,CUBIC MUG PINK POLKA DOT,451.40999999999997,120,29,29
82081,PINK HEARTS PHOTO ALBUM,451.35,174,23,23
72128,COLUMBIAN CANDLE ROUND,450.74,724,90,93
16161M,WRAP  PINK FLOCK,449.5,1075,40,40
90014A,SILVER/MOP ORBIT NECKLACE,447.21,44,34,34
17164D,ASS COL SMALL SAND FROG P'WEIGHT,447.0,1150,28,31
90198B,VINTAGE ROSE BEAD BRACELET BLACK,446.15,105,50,50
90013B,BLACK VINTAGE EARRINGS,445.88,108,82,82
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,445.7,118,79,79
84857C,PINK MONTE CARLO HANDBAG,445.03,197,17,17
21529,RED RETROSPOT TOASTRACK,444.36,120,49,49
62096B,PURPLE/TURQ FLOWERS HANDBAG,441.99,257,82,83
16243B,BROWN COZY SQUARE PHOTO ALBUM,441.77,212,8,8
85230G,ORANGE VOTIVE CANDLE,439.67999999999995,1728,48,48
90154,LAZER CUT NECKLACE W PASTEL BEADS,439.65,59,7,7
79030A,"TUMBLER, ENGLISH ROSE",438.25,171,33,33
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,437.81999999999994,274,25,25
21027,NINJA RABBIT PINK,437.37,357,79,81
22343,PARTY PIZZA DISH RED WHITE SPOT,434.06999999999994,488,34,34
79071B,ENGLISH ROSE METAL WASTE BIN,433.70000000000005,142,66,66
84859B,BLUE DISCO HANDBAG,433.46,282,18,18
84510F,SET OF 4 NEW ENGLAND COASTERS,432.75,1099,38,38
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,432.45000000000005,195,10,10
37464,ROBOT MUG IN DISPLAY BOX,432.43,317,83,84
84858B,BLUE RIVIERA HANDBAG,431.0,326,9,9
23058,CHRISTMAS HANGING SNOWFLAKE,430.86,490,48,48
21678,PAISLEY PATTERN  STICKERS,430.60999999999996,580,83,83
72800C,4 PINK DINNER CANDLE SILVER FLOCK,430.45,266,50,50
84422,PINK/BLUE DISC/MIRROR STRING,429.61,783,39,39
20851,ZINC HEART LATTICE TRAY OVAL,429.57,335,28,29
16045,POPART WOODEN PENCILS ASST,429.44,9312,74,75
22395,PAPERWEIGHT VINTAGE PAISLEY,428.94,237,56,56
21520,BOOZE & WOMEN GREETING CARD,428.45,995,113,113
84966B,BLUE KASHMIRI BOXED MIRROR,428.0,33,4,4
84801A,PINK HYDRANGEA ART FLOWER,427.44000000000005,272,15,15
23457,LARGE PARLOUR PICTURE FRAME,427.03000000000003,85,29,29
21028,NINJA RABBIT BLACK,426.41,324,93,93
23522,DOG AND BALL WALL ART,425.87999999999994,252,4,4
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,425.57,47,26,26
22776,"CAKESTAND, 3 TIER, LOVEHEART",425.4,48,8,8
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,424.82,94,38,40
20715,LITTLE FLOWER SHOPPER BAG,424.0,400,1,1
45016,DECORATIVE NET CANOPY LEOPARD,423.73,101,25,26
16207A,PINK STRAWBERRY HANDBAG,423.53000000000003,143,76,76
16008,SMALL FOLDING SCISSOR(POINTED EDGE),423.46,3143,86,86
47579,TEA TIME BREAKFAST BASKET,422.97,186,56,57
21729,SMALL MARAKESH METAL  LANTERN,422.9,124,30,31
22446,PIN CUSHION RUSSIAN DOLL PINK,422.45000000000005,121,33,33
22840,"CAKE TIN, ROUND, VINTAGE RED,CREAM",421.05,59,10,10
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,420.75,255,74,78
46126A,ELVIS WALLHANGING / CURTAIN,419.99,317,48,48
84967C,GREEN KASHMIRI OCCASIONAL TABLE,419.85,9,4,4
84770,ROUND GEORGIAN SILVER MIRROR,419.25000000000006,135,16,16
72780,BLACK SILOUETTE CANDLE PLATE,418.18,514,44,44
22032,BOTANICAL LILY GREETING CARD,418.12,980,111,111
72750A,FLOWER FAIRY SET OF 3 LILY CANDLES,417.7,206,8,8
84532B,FAIRY CAKES RECTANGLUAR BOXES,417.58,54,31,31
85097B,BLUE ROCKING SINGING CANARY,417.17,106,40,41
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,416.01,49,39,39
37444B,BLUE BREAKFAST CUP AND SAUCER,415.5,2012,29,29
21025,SPACE FROG,414.89,313,84,84
84529C,YELLOW KNITTED KIDS RUCKSACK,414.74,78,37,37
84007,MAGIC GARDEN MOUNT FUJI,413.12,157,39,39
85112,S/3 TEAR DROP CUT GLASS DECORATION,412.77,465,34,34
23459,DOLLY CABINET 2 DRAWERS,412.5,33,19,19
20666,ECONOMY HOLIDAY PURSE,412.45000000000005,911,46,46
23415,HOME SWEET HOME HOOK,412.17999999999995,328,47,47
84509C,SET OF 4 DOTTY PLACEMATS,411.78000000000003,85,34,34
84711A,SILVER OVAL SHAPE TRINKET BOX,410.84999999999997,44,25,25
21341,KASBAH LANTERN WITH GLASS,410.64000000000004,72,29,29
90149,SILVER FLOWR PINK SHELL NECKLACE,410.26000000000005,62,9,9
84509B,FAIRY CAKE PLACEMATS,409.94,107,28,28
16169F,WRAP BLIZZARD,409.5,975,34,34
21698,MOCK LOBSTER FRIDGE MAGNET,408.96999999999997,536,118,118
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,408.9,230,16,16
22786,PILLOWCUSHION COVER PINK UNION JACK,408.83000000000004,67,22,22
21252,SET OF MEADOW  FLOWER STICKERS,408.66,168,22,22
22324,BAG FOR CHILDREN VINTAGE BLUE,408.0,96,1,1
22323,BAG FOR CHILDREN VINTAGE PINK,408.0,96,1,1
90206C,CRYSTAL DIAMANTE STAR BROOCH,407.70000000000005,81,58,58
90180A,BLACK+WHITE NECKLACE W TASSEL,406.59,45,29,29
90082B,DIAMANTE BOW BROOCH RED COLOUR,406.4,64,27,27
84984A,GREEN PEONY CUSHION COVER,403.75,255,12,12
82076,BEECH WOOD PHOTO FRAME,403.64,290,19,19
79191B,RETRO PLASTIC POLKA TRAY,403.28,485,72,72
90124B,BLUE MURANO TWIST NECKLACE,401.34999999999997,40,31,31
84932B,SMALL PINK PEONY FOLDING STOOL,401.3,189,17,17
22134,MINI LADLE LOVE HEART RED,401.18,865,153,154
23339,EGG FRYING PAN BLUE,400.84000000000003,173,76,76
23576,SNACK TRAY RED VINTAGE DOILY,400.03999999999996,198,37,38
23429,RED RETRO KITCHEN WALL CLOCK,400.01,47,23,23
90120A,PINK MURANO TWIST BRACELET,399.92,94,42,42
23039,T-LIGHT HOLDER SILVER HEART HANDLE,399.71,199,28,29
85007,SET OF 3 VINTAGE TEA TIME BOXES,399.62,143,21,22
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,399.03,43,23,23
84497,BUTTONS AND STRIPES NOTEBOOK,398.38,100,39,41
20889,JARDIN DE FEMME SCENTED CANDLE,398.03999999999996,657,13,13
D,Discount,397.89,196,5,5
85167A,WHITE GRAND BAROQUE PHOTO FRAME,396.8,176,14,14
90158,ST TROPEZ NECKLACE,396.5,79,65,65
84673B,BLUE FLY SWAT,396.43,507,136,137
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,396.38000000000005,218,18,18
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,395.11,129,30,31
84726,LILLIES CANVAS PICTURE,394.84999999999997,233,5,5
90201D,GREEN ENAMEL FLOWER RING,394.33000000000004,134,58,58
84877D,BLUE ROUND COMPACT MIRROR,393.96,166,46,46
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,393.69000000000005,193,27,28
23661,MILK MAIDS MUG,393.59,219,33,34
72801E,S/4 FESTIVE GREEN DINNER CANDLES,393.39,723,25,25
20661,BLUE POLKADOT PURSE,393.11,416,54,54
23150,IVORY SWEETHEART SOAP DISH,390.75000000000006,148,49,49
47562,ENGLISH ROSE IRONING BOARD COVER,390.0,104,41,42
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,389.79,411,17,17
84081,WHITE CERAMIC PARTY SET (5PCS),389.3,100,20,20
16044,POP-ART FLUORESCENT PENS,389.22,6193,3,3
23337,EGG FRYING PAN MINT,388.75,180,69,69
90002D,FLOWER BURST SILVER RING CRYSTAL,388.24,110,37,37
23103,BELL HEART DECORATION,387.0,252,9,9
84292,ROSE PINK METAL FOLDING CHAIR,385.98,44,14,14
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,385.46,60,33,33
90070,RUBY GLASS CLUSTER BRACELET,385.15000000000003,63,35,35
22698,TEACUP AND SAUCER REGENCY PINK,384.0,144,9,9
84429A,MEDIUM PINK BUDDHA HEAD,383.6,111,43,43
22838,"CAKE TIN, 3 TIER RED/IVORY",383.4,28,8,8
90201A,PURPLE ENAMEL FLOWER RING,382.84000000000003,130,54,54
23116,VEGETABLE GARDEN CHOPPING BOARD,382.44,76,22,22
71053,WHITE MOROCCAN METAL LANTERN,381.54999999999995,69,26,26
90035B,"PEARL & SHELL 42""NECKL. PINK",380.89,43,4,4
72750B,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",380.35,193,9,9
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,379.29,1068,104,106
20670,VIP HOLIDAY PURSE,378.85,694,48,48
84533B,FAIRY CAKES ROUND NESTING BOXES,377.93,59,24,24
84760S,SMALL HANGING GLASS+ZINC LANTERN,377.60999999999996,234,37,38
21243,PINK POLKADOT PLATE,377.56,220,25,25
20652,BLUE POLKADOT LUGGAGE TAG,376.90999999999997,284,94,94
20976,12 PENCILS SMALL TUBE POSY,376.34000000000003,549,76,76
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,376.05,236,32,33
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,376.05,310,30,30
23396,LA JARDIN BOTANIQUE CUSHION COVER,375.53,87,28,28
20663,QUEEN OF THE SKIES HOLIDAY PURSE,374.43,1076,46,46
23128,DOLLCRAFT BOY JEAN-PAUL,373.9,82,12,12
90134,OLD ROSE COMBO BEAD NECKLACE,373.88,127,97,97
79190A,RETRO PLASTIC 70'S TRAY,372.67,808,122,122
35968,FOLK ART METAL HEART T-LIGHT HOLDER,372.46000000000004,785,77,78
84680,CLASSICAL ROSE URN,372.3,94,17,17
84741C,CITRUS GARLAND FELT FLOWERS,372.14,185,51,52
16216,LETTER SHAPE PENCIL SHARPENER,371.64,4158,88,89
20906,VINTAGE NOTEBOOK BEAUTY GIRL,371.19,102,48,49
22511,DOORSTOP RUSSIAN DOLL RETROSPOT,371.1,101,35,36
78033,FLAG OF ST GEORGE CHAIR,370.6,76,16,16
22559,SEASIDE FRISBEE,370.54,308,26,26
90013C,GREEN VINTAGE EARRINGS,370.51,92,60,60
84926D,LA PALMIERA TILE COASTER,370.34999999999997,777,48,50
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,369.78000000000003,840,21,21
21157,RED RETROSPOT WASHBAG,368.49,127,52,52
84898F,YELLOW FLOWERS FELT HANDBAG KIT,367.45000000000005,172,56,56
47503G,ASS FLORAL PRINT TAPE MEASURE,367.36,284,35,36
23575,SNACK TRAY PAISLEY PARK,367.34999999999997,179,32,34
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,367.28000000000003,170,54,54
47504G,ENGLISH ROSE TAPE MEASURE,366.81,266,57,57
35915A,CREAM KNITTED HEN,365.76,288,1,1
90019A,SILVER M.O.P ORBIT BRACELET,365.61,70,52,52
90161A,ANT COPPER RED BOUDICCA BRACELET,365.23,73,46,46
85094,CANDY SPOT EGG WARMER RABBIT,363.5,761,109,109
90164B,WHITE  ROSEBUD PEARL BRACELET,362.94,67,35,35
90160A,PURPLE BOUDICCA LARGE BRACELET,362.51,52,25,25
84510C,SET OF 4 POLKADOT COASTERS,361.39,202,90,90
46000R,POLYESTER FILLER PAD 45x30cm,361.05,249,64,64
21880,RED AND WHITE SPOT TAPE,360.93,483,71,71
21946,PARTY TIME DESIGN FLANNEL,358.96999999999997,625,67,67
